               epoch,      train/box_loss,      train/obj_loss,      train/cls_loss,   metrics/precision,      metrics/recall,     metrics/mAP_0.5,metrics/mAP_0.5:0.95,        val/box_loss,        val/obj_loss,        val/cls_loss,               x/lr0,               x/lr1,               x/lr2
                   0,            0.014627,            0.015033,                   0,              0.9999,             0.94366,             0.98213,             0.88867,            0.011475,            0.017707,                   0,             0.00325,             0.00325,             0.07075
                   1,            0.019472,            0.017418,                   0,             0.97203,             0.97887,             0.98477,               0.844,            0.019012,            0.019249,                   0,           0.0065616,           0.0065616,            0.040728
                   2,             0.02745,            0.019861,                   0,             0.97178,             0.97183,             0.98223,             0.68189,            0.027774,            0.023001,                   0,           0.0098512,           0.0098512,            0.010685
                   3,            0.028118,            0.020612,                   0,               0.972,             0.97887,             0.97959,             0.66635,            0.024953,            0.022799,                   0,            0.009901,            0.009901,            0.009901
                   4,            0.024472,            0.018977,                   0,             0.96503,             0.97183,             0.97839,             0.77046,            0.020617,            0.022423,                   0,            0.009901,            0.009901,            0.009901
                   5,            0.024584,            0.020386,                   0,             0.97161,             0.96479,                0.98,             0.76401,            0.024224,            0.023909,                   0,            0.009868,            0.009868,            0.009868
                   6,            0.025764,            0.020381,                   0,             0.97163,             0.96478,             0.97842,             0.71115,             0.02435,            0.023769,                   0,            0.009835,            0.009835,            0.009835
                   7,            0.024649,              0.0201,                   0,             0.99259,             0.94361,             0.97066,             0.74182,            0.022086,            0.022082,                   0,            0.009802,            0.009802,            0.009802
                   8,            0.024331,            0.019284,                   0,             0.97161,             0.96479,             0.97698,             0.74651,            0.022571,            0.023711,                   0,            0.009769,            0.009769,            0.009769
                   9,            0.023365,            0.018125,                   0,             0.97203,             0.97887,             0.97977,             0.71421,            0.024276,            0.022709,                   0,            0.009736,            0.009736,            0.009736
                  10,            0.023612,            0.019237,                   0,             0.97161,             0.96479,             0.98444,             0.78326,            0.020403,            0.021883,                   0,            0.009703,            0.009703,            0.009703
                  11,            0.022733,            0.018944,                   0,              0.9523,             0.98592,             0.98542,             0.79648,            0.019004,            0.021183,                   0,             0.00967,             0.00967,             0.00967
                  12,            0.023422,            0.019501,                   0,              0.9589,             0.98579,             0.98542,             0.75039,            0.022405,            0.021277,                   0,            0.009637,            0.009637,            0.009637
                  13,             0.02332,            0.018366,                   0,              0.9712,              0.9507,             0.98288,             0.76281,             0.02194,            0.021813,                   0,            0.009604,            0.009604,            0.009604
                  14,            0.022951,            0.019388,                   0,             0.99248,             0.93662,             0.98393,             0.74201,            0.020815,            0.021085,                   0,            0.009571,            0.009571,            0.009571
                  15,            0.021871,            0.017259,                   0,              0.9652,             0.97887,             0.98548,             0.77931,            0.018818,             0.02048,                   0,            0.009538,            0.009538,            0.009538
                  16,            0.022321,            0.020168,                   0,              0.9589,             0.98575,             0.98508,             0.78608,            0.017995,             0.02208,                   0,            0.009505,            0.009505,            0.009505
                  17,              0.0212,             0.01935,                   0,             0.96528,             0.97887,             0.98313,             0.78968,            0.017584,            0.021704,                   0,            0.009472,            0.009472,            0.009472
                  18,            0.021718,            0.018533,                   0,             0.97158,             0.96479,             0.97585,             0.79272,            0.016981,            0.021703,                   0,            0.009439,            0.009439,            0.009439
                  19,            0.023674,            0.018446,                   0,             0.97183,             0.97175,             0.98431,             0.79317,            0.016945,            0.020476,                   0,            0.009406,            0.009406,            0.009406
                  20,            0.021914,            0.018629,                   0,              0.9589,             0.98588,             0.98455,             0.80986,            0.017648,            0.020858,                   0,            0.009373,            0.009373,            0.009373
                  21,            0.023377,              0.0187,                   0,             0.96475,             0.96479,             0.98212,             0.80535,            0.018331,            0.021305,                   0,             0.00934,             0.00934,             0.00934
                  22,            0.022943,            0.018664,                   0,              0.9655,             0.98592,             0.98474,             0.75628,            0.020938,            0.021561,                   0,            0.009307,            0.009307,            0.009307
                  23,             0.02336,            0.019101,                   0,             0.97221,             0.98592,               0.986,             0.78764,            0.018865,            0.020795,                   0,            0.009274,            0.009274,            0.009274
                  24,            0.022766,            0.018007,                   0,             0.97898,             0.98592,             0.98734,             0.77708,              0.0202,            0.021351,                   0,            0.009241,            0.009241,            0.009241
                  25,            0.022729,            0.018567,                   0,             0.97221,             0.98592,             0.98493,             0.74541,            0.020348,             0.02269,                   0,            0.009208,            0.009208,            0.009208
                  26,            0.022519,             0.01815,                   0,              0.9717,             0.97183,             0.98667,             0.80619,            0.017706,            0.020779,                   0,            0.009175,            0.009175,            0.009175
                  27,            0.022239,            0.018756,                   0,             0.98566,             0.97183,              0.9852,             0.79437,            0.016392,            0.020111,                   0,            0.009142,            0.009142,            0.009142
                  28,            0.021265,            0.017672,                   0,             0.97163,             0.96471,             0.98423,             0.77164,            0.018276,            0.021133,                   0,            0.009109,            0.009109,            0.009109
                  29,            0.021804,            0.016759,                   0,             0.98561,             0.96467,             0.98155,             0.80139,            0.016957,            0.021341,                   0,            0.009076,            0.009076,            0.009076
                  30,            0.021021,            0.017778,                   0,             0.97808,             0.94366,             0.97477,             0.79752,            0.017768,            0.021426,                   0,            0.009043,            0.009043,            0.009043
                  31,            0.019641,            0.018173,                   0,              0.9589,              0.9859,              0.9848,             0.81105,            0.015509,            0.020125,                   0,             0.00901,             0.00901,             0.00901
                  32,            0.020251,             0.01746,                   0,             0.97885,             0.97887,              0.9828,             0.81755,            0.017144,            0.021167,                   0,            0.008977,            0.008977,            0.008977
                  33,            0.021823,            0.017819,                   0,             0.97143,             0.95766,              0.9753,             0.80937,            0.018114,            0.021925,                   0,            0.008944,            0.008944,            0.008944
                  34,             0.02169,            0.017611,                   0,              0.9854,              0.9507,              0.9749,             0.80748,            0.017623,            0.021537,                   0,            0.008911,            0.008911,            0.008911
                  35,            0.021565,            0.018177,                   0,             0.98561,             0.96479,             0.97711,             0.78758,            0.018318,            0.021327,                   0,            0.008878,            0.008878,            0.008878
                  36,            0.020379,            0.017948,                   0,             0.98568,             0.97183,             0.97716,             0.81639,            0.015629,             0.02051,                   0,            0.008845,            0.008845,            0.008845
                  37,            0.020673,            0.016395,                   0,             0.97201,             0.97887,             0.98444,             0.77873,            0.017717,            0.020587,                   0,            0.008812,            0.008812,            0.008812
                  38,            0.020084,            0.016839,                   0,             0.96479,             0.96476,             0.97711,             0.81756,            0.015824,            0.021969,                   0,            0.008779,            0.008779,            0.008779
                  39,            0.019615,            0.017067,                   0,              0.9589,             0.98589,             0.98302,             0.77847,             0.01718,            0.021485,                   0,            0.008746,            0.008746,            0.008746
                  40,            0.020108,            0.018325,                   0,             0.97849,             0.96479,             0.98478,             0.81089,            0.015701,            0.020923,                   0,            0.008713,            0.008713,            0.008713
                  41,            0.019588,            0.018213,                   0,             0.94444,             0.95761,             0.96722,              0.8013,            0.017426,            0.022629,                   0,             0.00868,             0.00868,             0.00868
                  42,            0.018387,            0.016288,                   0,             0.96454,             0.95774,             0.97885,             0.82375,            0.015322,            0.018443,                   0,            0.008647,            0.008647,            0.008647
                  43,            0.020006,            0.016994,                   0,             0.98539,              0.9507,             0.98463,             0.79273,            0.017305,            0.019999,                   0,            0.008614,            0.008614,            0.008614
                  44,            0.020016,            0.016655,                   0,             0.97141,             0.95775,             0.97779,             0.80215,            0.016902,            0.020815,                   0,            0.008581,            0.008581,            0.008581
                  45,            0.020326,            0.017762,                   0,             0.97121,             0.95023,             0.98304,             0.82246,             0.01514,            0.019623,                   0,            0.008548,            0.008548,            0.008548
                  46,            0.019489,            0.017648,                   0,             0.97201,             0.97887,             0.98483,             0.83166,            0.015569,            0.019041,                   0,            0.008515,            0.008515,            0.008515
                  47,            0.019275,            0.017817,                   0,             0.98587,             0.98592,             0.98538,             0.83616,            0.015224,            0.018595,                   0,            0.008482,            0.008482,            0.008482
                  48,            0.019365,            0.016845,                   0,             0.96546,             0.98592,              0.9854,              0.8298,            0.016767,            0.019387,                   0,            0.008449,            0.008449,            0.008449
                  49,            0.019791,            0.016377,                   0,             0.97833,             0.95775,             0.97664,             0.82957,             0.01561,            0.021074,                   0,            0.008416,            0.008416,            0.008416
                  50,            0.018974,            0.016164,                   0,             0.95861,             0.97887,             0.97632,              0.8335,            0.015559,            0.020088,                   0,            0.008383,            0.008383,            0.008383
                  51,            0.018474,            0.016073,                   0,              0.9854,             0.95067,             0.98406,             0.81144,            0.015304,            0.020752,                   0,             0.00835,             0.00835,             0.00835
                  52,            0.018422,            0.016466,                   0,             0.97842,              0.9577,             0.97619,              0.8214,            0.013884,            0.020365,                   0,            0.008317,            0.008317,            0.008317
                  53,            0.017962,            0.016032,                   0,             0.95235,             0.98592,             0.98424,             0.82788,            0.014293,            0.019993,                   0,            0.008284,            0.008284,            0.008284
                  54,            0.019197,            0.017109,                   0,             0.98551,             0.95773,              0.9844,             0.82557,            0.014715,            0.019765,                   0,            0.008251,            0.008251,            0.008251
                  55,            0.019831,            0.017144,                   0,             0.98534,              0.9507,             0.98324,             0.82359,            0.016083,            0.021142,                   0,            0.008218,            0.008218,            0.008218
                  56,            0.018784,              0.0171,                   0,             0.97813,             0.95775,             0.97527,              0.8021,            0.015783,            0.021379,                   0,            0.008185,            0.008185,            0.008185
                  57,            0.018537,            0.016612,                   0,             0.98549,             0.95775,             0.98104,             0.81354,            0.014432,            0.019942,                   0,            0.008152,            0.008152,            0.008152
                  58,            0.017947,            0.016391,                   0,             0.98561,             0.96477,             0.97977,             0.82566,             0.01381,            0.019666,                   0,            0.008119,            0.008119,            0.008119
                  59,            0.018216,             0.01665,                   0,              0.9854,              0.9507,             0.98167,              0.8375,             0.01419,            0.019391,                   0,            0.008086,            0.008086,            0.008086
                  60,            0.018083,            0.016252,                   0,             0.97176,             0.97183,             0.97814,             0.81335,            0.014884,            0.019773,                   0,            0.008053,            0.008053,            0.008053
                  61,            0.018995,            0.016589,                   0,             0.97182,             0.97183,             0.98361,             0.84263,            0.014621,            0.019395,                   0,             0.00802,             0.00802,             0.00802
                  62,            0.018784,            0.016807,                   0,               0.972,             0.97887,              0.9852,             0.84116,            0.013668,            0.020138,                   0,            0.007987,            0.007987,            0.007987
                  63,            0.017759,            0.016095,                   0,             0.98561,             0.96476,              0.9851,              0.8383,            0.014127,            0.019549,                   0,            0.007954,            0.007954,            0.007954
                  64,            0.018755,            0.016722,                   0,              0.9722,             0.98592,             0.98489,             0.81915,            0.015052,            0.020141,                   0,            0.007921,            0.007921,            0.007921
                  65,            0.018267,            0.016523,                   0,             0.97183,             0.97178,             0.97625,             0.82977,            0.014943,            0.020131,                   0,            0.007888,            0.007888,            0.007888
                  66,             0.01781,            0.016597,                   0,              0.9589,             0.98592,             0.98465,              0.8233,            0.015713,            0.020163,                   0,            0.007855,            0.007855,            0.007855
                  67,            0.017527,            0.015702,                   0,             0.97861,             0.97183,             0.98444,             0.82929,            0.014263,            0.019669,                   0,            0.007822,            0.007822,            0.007822
                  68,            0.017399,            0.016044,                   0,             0.94593,             0.98592,             0.98461,             0.82922,            0.014442,            0.020248,                   0,            0.007789,            0.007789,            0.007789
                  69,            0.017188,            0.015648,                   0,             0.98551,             0.95769,             0.98517,             0.82844,            0.014289,            0.019265,                   0,            0.007756,            0.007756,            0.007756
                  70,            0.017649,            0.016319,                   0,             0.97882,             0.97887,             0.98573,             0.82112,            0.014183,            0.019453,                   0,            0.007723,            0.007723,            0.007723
                  71,            0.017043,             0.01605,                   0,             0.96551,             0.98592,             0.98595,             0.82157,            0.014109,            0.019299,                   0,             0.00769,             0.00769,             0.00769
                  72,            0.017242,            0.016521,                   0,             0.98561,             0.96478,             0.98551,              0.8227,            0.014883,            0.020248,                   0,            0.007657,            0.007657,            0.007657
                  73,            0.016202,            0.015713,                   0,              0.9655,             0.98592,             0.98596,              0.8417,            0.013286,            0.019475,                   0,            0.007624,            0.007624,            0.007624
                  74,            0.017332,            0.015437,                   0,             0.98571,             0.97181,             0.98563,             0.83061,            0.013517,             0.01962,                   0,            0.007591,            0.007591,            0.007591
                  75,              0.0174,            0.015457,                   0,             0.97218,             0.98592,             0.98605,             0.83602,            0.013567,            0.019046,                   0,            0.007558,            0.007558,            0.007558
                  76,            0.017697,            0.015443,                   0,              0.9589,              0.9859,             0.98519,             0.82917,            0.014466,            0.020175,                   0,            0.007525,            0.007525,            0.007525
                  77,            0.016339,            0.015874,                   0,             0.98581,             0.97876,             0.98545,             0.82869,            0.013527,            0.020204,                   0,            0.007492,            0.007492,            0.007492
                  78,            0.016371,            0.014682,                   0,             0.97222,             0.98591,             0.98549,             0.84011,             0.01335,            0.019471,                   0,            0.007459,            0.007459,            0.007459
                  79,             0.01798,            0.016397,                   0,             0.98586,             0.98592,             0.98597,             0.84735,            0.013701,            0.019421,                   0,            0.007426,            0.007426,            0.007426
                  80,            0.016915,            0.015448,                   0,             0.97201,             0.97887,             0.98453,             0.81832,            0.014699,            0.019365,                   0,            0.007393,            0.007393,            0.007393
                  81,            0.016527,             0.01574,                   0,             0.96547,             0.98592,             0.98419,             0.83969,            0.013506,            0.018202,                   0,             0.00736,             0.00736,             0.00736
                  82,            0.017603,            0.016114,                   0,             0.96503,             0.97183,             0.98368,              0.8301,            0.013887,            0.019094,                   0,            0.007327,            0.007327,            0.007327
                  83,            0.016631,            0.015769,                   0,             0.98528,             0.94366,             0.97985,             0.84939,            0.013264,            0.019104,                   0,            0.007294,            0.007294,            0.007294
                  84,            0.015968,            0.015382,                   0,             0.96497,             0.97183,             0.98032,             0.83479,            0.013793,            0.019431,                   0,            0.007261,            0.007261,            0.007261
                  85,            0.016491,            0.015258,                   0,             0.95804,             0.96478,             0.97711,             0.83278,            0.014096,            0.020347,                   0,            0.007228,            0.007228,            0.007228
                  86,            0.016717,            0.016054,                   0,             0.96527,             0.97887,             0.98535,             0.83454,            0.013131,            0.019642,                   0,            0.007195,            0.007195,            0.007195
                  87,             0.01661,            0.015428,                   0,             0.97872,             0.97182,             0.98491,             0.83045,            0.013335,            0.019094,                   0,            0.007162,            0.007162,            0.007162
                  88,            0.015729,            0.014784,                   0,             0.96552,             0.98591,             0.98532,             0.83262,            0.013886,            0.018768,                   0,            0.007129,            0.007129,            0.007129
                  89,            0.016474,            0.014931,                   0,             0.97868,             0.97183,             0.98533,               0.832,            0.013699,            0.019796,                   0,            0.007096,            0.007096,            0.007096
                  90,            0.015949,            0.015684,                   0,             0.98558,             0.96479,             0.98575,             0.84187,            0.013083,            0.019217,                   0,            0.007063,            0.007063,            0.007063
                  91,            0.015958,            0.015998,                   0,             0.98565,             0.97183,             0.98596,             0.83258,            0.014062,            0.018766,                   0,             0.00703,             0.00703,             0.00703
                  92,            0.015425,             0.01558,                   0,             0.97183,              0.9718,             0.98556,             0.84097,            0.013134,            0.018861,                   0,            0.006997,            0.006997,            0.006997
                  93,            0.015241,             0.01521,                   0,              0.9857,             0.97183,             0.98563,             0.84391,            0.013053,            0.018766,                   0,            0.006964,            0.006964,            0.006964
                  94,            0.015362,            0.014976,                   0,             0.96513,             0.97887,             0.98566,             0.83089,            0.013298,            0.019255,                   0,            0.006931,            0.006931,            0.006931
                  95,            0.015976,            0.015356,                   0,             0.95238,             0.98592,             0.98576,             0.83251,            0.013846,            0.019366,                   0,            0.006898,            0.006898,            0.006898
                  96,            0.015626,            0.015144,                   0,             0.96552,             0.98591,             0.98549,             0.83101,            0.013738,            0.018069,                   0,            0.006865,            0.006865,            0.006865
                  97,            0.015423,            0.014244,                   0,             0.95888,             0.98592,             0.98477,              0.8293,            0.013256,            0.018662,                   0,            0.006832,            0.006832,            0.006832
                  98,            0.015432,            0.015767,                   0,             0.97162,             0.96479,             0.98489,              0.8352,             0.01365,            0.018869,                   0,            0.006799,            0.006799,            0.006799
                  99,            0.015449,            0.015279,                   0,             0.97183,             0.97183,              0.9828,             0.83752,             0.01392,            0.018879,                   0,            0.006766,            0.006766,            0.006766
                 100,            0.015878,            0.014973,                   0,             0.98561,             0.96465,             0.98509,             0.84366,            0.013241,            0.018449,                   0,            0.006733,            0.006733,            0.006733
